,juror,country,fight,role,score,participant,problem,round,fightName
0,Alberto Rolandi,Slovenia,1,Rep,7.0,Rok Grgic MeskoandMaks Repse,13. Chaotic Magnetic Pendulum,1,Selective Fight 1| Room Room 4| Round 1
944,Jose Daniel Muñoz Castaño,Italy,4,Mod,8.0,Sofia Cano Castro,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
945,José Fernando Rodríguez Ruiz,Denmark,4,Rep,7.0,Juan Felipe Cespedes Moreno,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
946,José Fernando Rodríguez Ruiz,UK,4,Opp,7.0,Bohdan Glisevic,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
947,José Fernando Rodríguez Ruiz,Italy,4,Mod,8.0,Sofia Cano Castro,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
948,Karen Milena Fonseca Romero,Denmark,4,Rep,8.0,Juan Felipe Cespedes Moreno,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
949,Karen Milena Fonseca Romero,UK,4,Opp,7.0,Bohdan Glisevic,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
950,Karen Milena Fonseca Romero,Italy,4,Mod,7.0,Sofia Cano Castro,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
951,Krzysztof Turzynski,Denmark,4,Rep,7.0,Juan Felipe Cespedes Moreno,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
952,Krzysztof Turzynski,UK,4,Opp,10.0,Bohdan Glisevic,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
953,Krzysztof Turzynski,Italy,4,Mod,9.0,Sofia Cano Castro,14. Rising in the bulk,3,Selective Fight 4| Room Room 4| Round 3
954,Anastasiia Vasylchenkova,Switzerland,5,Rep,7.0,Pavlo KashkoandYannis Ulrich,6. Flat Earth,1,Semifinal 2| Round 1
955,Anastasiia Vasylchenkova,Poland,5,Opp,7.0,Michal Zdziennicki,6. Flat Earth,1,Semifinal 2| Round 1
956,Anastasiia Vasylchenkova,Sweden,5,Mod,5.0,Julia Mathe,6. Flat Earth,1,Semifinal 2| Round 1
957,Charlie Pretot,Switzerland,5,Rep,7.0,Pavlo KashkoandYannis Ulrich,6. Flat Earth,1,Semifinal 2| Round 1
958,Charlie Pretot,Poland,5,Opp,8.0,Michal Zdziennicki,6. Flat Earth,1,Semifinal 2| Round 1
959,Charlie Pretot,Sweden,5,Mod,7.0,Julia Mathe,6. Flat Earth,1,Semifinal 2| Round 1
960,Federico Serrano,Switzerland,5,Rep,6.0,Pavlo KashkoandYannis Ulrich,6. Flat Earth,1,Semifinal 2| Round 1
961,Federico Serrano,Poland,5,Opp,7.0,Michal Zdziennicki,6. Flat Earth,1,Semifinal 2| Round 1
962,Federico Serrano,Sweden,5,Mod,4.0,Julia Mathe,6. Flat Earth,1,Semifinal 2| Round 1
963,Jose Daniel Muñoz Castaño,Switzerland,5,Rep,10.0,Pavlo KashkoandYannis Ulrich,6. Flat Earth,1,Semifinal 2| Round 1
964,Jose Daniel Muñoz Castaño,Poland,5,Opp,7.0,Michal Zdziennicki,6. Flat Earth,1,Semifinal 2| Round 1
965,Jose Daniel Muñoz Castaño,Sweden,5,Mod,7.0,Julia Mathe,6. Flat Earth,1,Semifinal 2| Round 1
966,Nikola Poljak,Switzerland,5,Rep,8.0,Pavlo KashkoandYannis Ulrich,6. Flat Earth,1,Semifinal 2| Round 1
967,Nikola Poljak,Poland,5,Opp,7.0,Michal Zdziennicki,6. Flat Earth,1,Semifinal 2| Round 1
968,Nikola Poljak,Sweden,5,Mod,6.0,Julia Mathe,6. Flat Earth,1,Semifinal 2| Round 1
969,Pierre-Louis de Assis,Switzerland,5,Rep,7.0,Pavlo KashkoandYannis Ulrich,6. Flat Earth,1,Semifinal 2| Round 1
970,Pierre-Louis de Assis,Poland,5,Opp,5.0,Michal Zdziennicki,6. Flat Earth,1,Semifinal 2| Round 1
971,Pierre-Louis de Assis,Sweden,5,Mod,6.0,Julia Mathe,6. Flat Earth,1,Semifinal 2| Round 1
972,Suzanne Andersen,Switzerland,5,Rep,8.0,Pavlo KashkoandYannis Ulrich,6. Flat Earth,1,Semifinal 2| Round 1
973,Suzanne Andersen,Poland,5,Opp,8.0,Michal Zdziennicki,6. Flat Earth,1,Semifinal 2| Round 1
974,Suzanne Andersen,Sweden,5,Mod,7.0,Julia Mathe,6. Flat Earth,1,Semifinal 2| Round 1
975,Anastasiia Vasylchenkova,Poland,5,Rep,6.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
976,Anastasiia Vasylchenkova,Sweden,5,Opp,8.0,Daniele Lopriore,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
977,Anastasiia Vasylchenkova,Switzerland,5,Mod,8.0,Jan Jakub Frybes,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
978,Charlie Pretot,Poland,5,Rep,7.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
979,Charlie Pretot,Sweden,5,Opp,7.0,Daniele Lopriore,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
980,Charlie Pretot,Switzerland,5,Mod,10.0,Jan Jakub Frybes,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
981,Federico Serrano,Poland,5,Rep,8.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
982,Federico Serrano,Sweden,5,Opp,8.0,Daniele Lopriore,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
983,Federico Serrano,Switzerland,5,Mod,9.0,Jan Jakub Frybes,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
984,Jose Daniel Muñoz Castaño,Poland,5,Rep,8.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
985,Jose Daniel Muñoz Castaño,Sweden,5,Opp,8.0,Daniele Lopriore,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
986,Jose Daniel Muñoz Castaño,Switzerland,5,Mod,9.0,Jan Jakub Frybes,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
987,Nikola Poljak,Poland,5,Rep,7.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
988,Nikola Poljak,Sweden,5,Opp,7.0,Daniele Lopriore,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
989,Nikola Poljak,Switzerland,5,Mod,9.0,Jan Jakub Frybes,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
990,Pierre-Louis de Assis,Poland,5,Rep,5.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
991,Pierre-Louis de Assis,Sweden,5,Opp,5.0,Daniele Lopriore,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
992,Pierre-Louis de Assis,Switzerland,5,Mod,6.0,Jan Jakub Frybes,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
993,Suzanne Andersen,Poland,5,Rep,5.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
994,Suzanne Andersen,Sweden,5,Opp,6.0,Daniele Lopriore,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
995,Suzanne Andersen,Switzerland,5,Mod,8.0,Jan Jakub Frybes,13. Chaotic Magnetic Pendulum,2,Semifinal 2| Round 2
996,Anastasiia Vasylchenkova,Sweden,5,Rep,5.0,Eliott Bourget,11. Smashing Spheres,3,Semifinal 2| Round 3
997,Anastasiia Vasylchenkova,Switzerland,5,Opp,9.0,Elias Rothlin,11. Smashing Spheres,3,Semifinal 2| Round 3
998,Anastasiia Vasylchenkova,Poland,5,Mod,8.0,Michal Zdziennicki,11. Smashing Spheres,3,Semifinal 2| Round 3
999,Charlie Pretot,Sweden,5,Rep,6.0,Eliott Bourget,11. Smashing Spheres,3,Semifinal 2| Round 3
1000,Charlie Pretot,Switzerland,5,Opp,8.0,Elias Rothlin,11. Smashing Spheres,3,Semifinal 2| Round 3
1001,Charlie Pretot,Poland,5,Mod,8.0,Michal Zdziennicki,11. Smashing Spheres,3,Semifinal 2| Round 3
1002,Federico Serrano,Sweden,5,Rep,7.0,Eliott Bourget,11. Smashing Spheres,3,Semifinal 2| Round 3
1003,Federico Serrano,Switzerland,5,Opp,9.0,Elias Rothlin,11. Smashing Spheres,3,Semifinal 2| Round 3
1004,Federico Serrano,Poland,5,Mod,8.0,Michal Zdziennicki,11. Smashing Spheres,3,Semifinal 2| Round 3
1005,Jose Daniel Muñoz Castaño,Sweden,5,Rep,5.0,Eliott Bourget,11. Smashing Spheres,3,Semifinal 2| Round 3
1006,Jose Daniel Muñoz Castaño,Switzerland,5,Opp,8.0,Elias Rothlin,11. Smashing Spheres,3,Semifinal 2| Round 3
1007,Jose Daniel Muñoz Castaño,Poland,5,Mod,10.0,Michal Zdziennicki,11. Smashing Spheres,3,Semifinal 2| Round 3
1008,Nikola Poljak,Sweden,5,Rep,5.0,Eliott Bourget,11. Smashing Spheres,3,Semifinal 2| Round 3
1009,Nikola Poljak,Switzerland,5,Opp,7.0,Elias Rothlin,11. Smashing Spheres,3,Semifinal 2| Round 3
1010,Nikola Poljak,Poland,5,Mod,8.0,Michal Zdziennicki,11. Smashing Spheres,3,Semifinal 2| Round 3
1011,Pierre-Louis de Assis,Sweden,5,Rep,6.0,Eliott Bourget,11. Smashing Spheres,3,Semifinal 2| Round 3
1012,Pierre-Louis de Assis,Switzerland,5,Opp,8.0,Elias Rothlin,11. Smashing Spheres,3,Semifinal 2| Round 3
1013,Pierre-Louis de Assis,Poland,5,Mod,7.0,Michal Zdziennicki,11. Smashing Spheres,3,Semifinal 2| Round 3
1014,Suzanne Andersen,Sweden,5,Rep,4.0,Eliott Bourget,11. Smashing Spheres,3,Semifinal 2| Round 3
1015,Suzanne Andersen,Switzerland,5,Opp,10.0,Elias Rothlin,11. Smashing Spheres,3,Semifinal 2| Round 3
1016,Suzanne Andersen,Poland,5,Mod,9.0,Michal Zdziennicki,11. Smashing Spheres,3,Semifinal 2| Round 3
1017,Alberto Rolandi,Ukraine,5,Rep,7.0,Yana Kalisetska,15. Galileo method,1,Semifinal 1| Round 1
1018,Alberto Rolandi,France,5,Opp,9.0,Benjamin Allouche,15. Galileo method,1,Semifinal 1| Round 1
1019,Alberto Rolandi,Germany,5,Mod,5.0,Lisanne  Loher,15. Galileo method,1,Semifinal 1| Round 1
1020,Diego Gallego,Ukraine,5,Rep,7.0,Yana Kalisetska,15. Galileo method,1,Semifinal 1| Round 1
1021,Diego Gallego,France,5,Opp,8.0,Benjamin Allouche,15. Galileo method,1,Semifinal 1| Round 1
1022,Diego Gallego,Germany,5,Mod,8.0,Lisanne  Loher,15. Galileo method,1,Semifinal 1| Round 1
1023,Jean-Philippe Ansermet,Ukraine,5,Rep,8.0,Yana Kalisetska,15. Galileo method,1,Semifinal 1| Round 1
1024,Jean-Philippe Ansermet,France,5,Opp,7.0,Benjamin Allouche,15. Galileo method,1,Semifinal 1| Round 1
1025,Jean-Philippe Ansermet,Germany,5,Mod,9.0,Lisanne  Loher,15. Galileo method,1,Semifinal 1| Round 1
1026,John William Sandino del Busto,Ukraine,5,Rep,6.0,Yana Kalisetska,15. Galileo method,1,Semifinal 1| Round 1
1027,John William Sandino del Busto,France,5,Opp,8.0,Benjamin Allouche,15. Galileo method,1,Semifinal 1| Round 1
1028,John William Sandino del Busto,Germany,5,Mod,9.0,Lisanne  Loher,15. Galileo method,1,Semifinal 1| Round 1
1029,Krzysztof Turzynski,Ukraine,5,Rep,5.0,Yana Kalisetska,15. Galileo method,1,Semifinal 1| Round 1
1030,Krzysztof Turzynski,France,5,Opp,10.0,Benjamin Allouche,15. Galileo method,1,Semifinal 1| Round 1
1031,Krzysztof Turzynski,Germany,5,Mod,3.0,Lisanne  Loher,15. Galileo method,1,Semifinal 1| Round 1
1032,Leandro Tessler,Ukraine,5,Rep,5.0,Yana Kalisetska,15. Galileo method,1,Semifinal 1| Round 1
1033,Leandro Tessler,France,5,Opp,7.0,Benjamin Allouche,15. Galileo method,1,Semifinal 1| Round 1
1034,Leandro Tessler,Germany,5,Mod,6.0,Lisanne  Loher,15. Galileo method,1,Semifinal 1| Round 1
1035,Peter Vesborg,Ukraine,5,Rep,6.0,Yana Kalisetska,15. Galileo method,1,Semifinal 1| Round 1
1036,Peter Vesborg,France,5,Opp,7.0,Benjamin Allouche,15. Galileo method,1,Semifinal 1| Round 1
1037,Peter Vesborg,Germany,5,Mod,9.0,Lisanne  Loher,15. Galileo method,1,Semifinal 1| Round 1
1038,Alberto Rolandi,France,5,Rep,10.0,Mattia Mauro,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1039,Alberto Rolandi,Germany,5,Opp,10.0,Lisanne  Loher,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1040,Alberto Rolandi,Ukraine,5,Mod,9.0,Daryna Sych,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1041,Diego Gallego,France,5,Rep,8.0,Mattia Mauro,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1042,Diego Gallego,Germany,5,Opp,8.0,Lisanne  Loher,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1043,Diego Gallego,Ukraine,5,Mod,9.0,Daryna Sych,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1044,Jean-Philippe Ansermet,France,5,Rep,9.0,Mattia Mauro,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1045,Jean-Philippe Ansermet,Germany,5,Opp,9.0,Lisanne  Loher,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1046,Jean-Philippe Ansermet,Ukraine,5,Mod,8.0,Daryna Sych,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1047,John William Sandino del Busto,France,5,Rep,9.0,Mattia Mauro,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1048,John William Sandino del Busto,Germany,5,Opp,9.0,Lisanne  Loher,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1049,John William Sandino del Busto,Ukraine,5,Mod,7.0,Daryna Sych,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1050,Krzysztof Turzynski,France,5,Rep,7.0,Mattia Mauro,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1051,Krzysztof Turzynski,Germany,5,Opp,7.0,Lisanne  Loher,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1052,Krzysztof Turzynski,Ukraine,5,Mod,9.0,Daryna Sych,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1053,Leandro Tessler,France,5,Rep,10.0,Mattia Mauro,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1054,Leandro Tessler,Germany,5,Opp,10.0,Lisanne  Loher,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1055,Leandro Tessler,Ukraine,5,Mod,8.0,Daryna Sych,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1056,Peter Vesborg,France,5,Rep,9.0,Mattia Mauro,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1057,Peter Vesborg,Germany,5,Opp,8.0,Lisanne  Loher,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1058,Peter Vesborg,Ukraine,5,Mod,8.0,Daryna Sych,8. Ferrofluidic patterns,2,Semifinal 1| Round 2
1059,Alberto Rolandi,Germany,5,Rep,5.0,Luca Beetz,1. Physics of math,3,Semifinal 1| Round 3
1060,Alberto Rolandi,Ukraine,5,Opp,7.0,Anastasiia Romanchuk,1. Physics of math,3,Semifinal 1| Round 3
1061,Alberto Rolandi,France,5,Mod,8.0,Mattia Mauro,1. Physics of math,3,Semifinal 1| Round 3
1062,Diego Gallego,Germany,5,Rep,6.0,Luca Beetz,1. Physics of math,3,Semifinal 1| Round 3
1063,Diego Gallego,Ukraine,5,Opp,6.0,Anastasiia Romanchuk,1. Physics of math,3,Semifinal 1| Round 3
1064,Diego Gallego,France,5,Mod,9.0,Mattia Mauro,1. Physics of math,3,Semifinal 1| Round 3
1065,Jean-Philippe Ansermet,Germany,5,Rep,7.0,Luca Beetz,1. Physics of math,3,Semifinal 1| Round 3
1066,Jean-Philippe Ansermet,Ukraine,5,Opp,6.0,Anastasiia Romanchuk,1. Physics of math,3,Semifinal 1| Round 3
1067,Jean-Philippe Ansermet,France,5,Mod,7.0,Mattia Mauro,1. Physics of math,3,Semifinal 1| Round 3
1068,John William Sandino del Busto,Germany,5,Rep,6.0,Luca Beetz,1. Physics of math,3,Semifinal 1| Round 3
1069,John William Sandino del Busto,Ukraine,5,Opp,5.0,Anastasiia Romanchuk,1. Physics of math,3,Semifinal 1| Round 3
1070,John William Sandino del Busto,France,5,Mod,8.0,Mattia Mauro,1. Physics of math,3,Semifinal 1| Round 3
1071,Krzysztof Turzynski,Germany,5,Rep,1.0,Luca Beetz,1. Physics of math,3,Semifinal 1| Round 3
1072,Krzysztof Turzynski,Ukraine,5,Opp,3.0,Anastasiia Romanchuk,1. Physics of math,3,Semifinal 1| Round 3
1073,Krzysztof Turzynski,France,5,Mod,3.0,Mattia Mauro,1. Physics of math,3,Semifinal 1| Round 3
1074,Leandro Tessler,Germany,5,Rep,3.0,Luca Beetz,1. Physics of math,3,Semifinal 1| Round 3
1075,Leandro Tessler,Ukraine,5,Opp,7.0,Anastasiia Romanchuk,1. Physics of math,3,Semifinal 1| Round 3
1076,Leandro Tessler,France,5,Mod,6.0,Mattia Mauro,1. Physics of math,3,Semifinal 1| Round 3
1077,Peter Vesborg,Germany,5,Rep,6.0,Luca Beetz,1. Physics of math,3,Semifinal 1| Round 3
1078,Peter Vesborg,Ukraine,5,Opp,5.0,Anastasiia Romanchuk,1. Physics of math,3,Semifinal 1| Round 3
1079,Peter Vesborg,France,5,Mod,8.0,Mattia Mauro,1. Physics of math,3,Semifinal 1| Round 3
1080,Anastasiia Vasylchenkova,Switzerland,6,Rep,6.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1081,Anastasiia Vasylchenkova,Brazil,6,Opp,6.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1082,Anastasiia Vasylchenkova,France,6,Mod,8.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1083,David Collomb,Switzerland,6,Rep,5.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1084,David Collomb,Brazil,6,Opp,8.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1085,David Collomb,France,6,Mod,10.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1086,Federico Serrano,Switzerland,6,Rep,9.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1087,Federico Serrano,Brazil,6,Opp,9.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1088,Federico Serrano,France,6,Mod,10.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1089,Frederik Durhuus,Switzerland,6,Rep,7.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1090,Frederik Durhuus,Brazil,6,Opp,6.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1091,Frederik Durhuus,France,6,Mod,8.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1092,John William Sandino del Busto,Switzerland,6,Rep,8.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1093,John William Sandino del Busto,Brazil,6,Opp,8.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1094,John William Sandino del Busto,France,6,Mod,9.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1095,Krzysztof Turzynski,Switzerland,6,Rep,5.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1096,Krzysztof Turzynski,Brazil,6,Opp,7.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1097,Krzysztof Turzynski,France,6,Mod,9.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1098,Nikola Poljak,Switzerland,6,Rep,8.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1099,Nikola Poljak,Brazil,6,Opp,7.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1100,Nikola Poljak,France,6,Mod,9.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1101,Pawel Szczypkowski,Switzerland,6,Rep,6.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1102,Pawel Szczypkowski,Brazil,6,Opp,5.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1103,Pawel Szczypkowski,France,6,Mod,8.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1104,Suzanne Andersen,Switzerland,6,Rep,8.0,Yannis UlrichandTobia Fjellman,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1105,Suzanne Andersen,Brazil,6,Opp,8.0,Leonardo Falabella,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1106,Suzanne Andersen,France,6,Mod,6.0,Benjamin Allouche,17. Resistor thermodynamics,1,IPT2022 Final| Round 1
1107,Anastasiia Vasylchenkova,Brazil,6,Rep,8.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1108,Anastasiia Vasylchenkova,France,6,Opp,7.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1109,Anastasiia Vasylchenkova,Switzerland,6,Mod,9.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1110,David Collomb,Brazil,6,Rep,8.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1111,David Collomb,France,6,Opp,7.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1112,David Collomb,Switzerland,6,Mod,8.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1113,Federico Serrano,Brazil,6,Rep,8.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1114,Federico Serrano,France,6,Opp,7.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1115,Federico Serrano,Switzerland,6,Mod,9.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1116,Frederik Durhuus,Brazil,6,Rep,9.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1117,Frederik Durhuus,France,6,Opp,7.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1118,Frederik Durhuus,Switzerland,6,Mod,9.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1119,John William Sandino del Busto,Brazil,6,Rep,8.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1120,John William Sandino del Busto,France,6,Opp,8.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1121,John William Sandino del Busto,Switzerland,6,Mod,10.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1122,Krzysztof Turzynski,Brazil,6,Rep,5.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1123,Krzysztof Turzynski,France,6,Opp,3.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1124,Krzysztof Turzynski,Switzerland,6,Mod,7.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1125,Nikola Poljak,Brazil,6,Rep,10.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1126,Nikola Poljak,France,6,Opp,8.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1127,Nikola Poljak,Switzerland,6,Mod,9.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1128,Pawel Szczypkowski,Brazil,6,Rep,8.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1129,Pawel Szczypkowski,France,6,Opp,8.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1130,Pawel Szczypkowski,Switzerland,6,Mod,10.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1131,Suzanne Andersen,Brazil,6,Rep,9.0,Gustavo Froes,1. Physics of math,2,IPT2022 Final| Round 2
1132,Suzanne Andersen,France,6,Opp,8.0,Alexis Bonnafont,1. Physics of math,2,IPT2022 Final| Round 2
1133,Suzanne Andersen,Switzerland,6,Mod,9.0,Jan Jakub Frybes,1. Physics of math,2,IPT2022 Final| Round 2
1134,Anastasiia Vasylchenkova,France,6,Rep,9.0,Mattia Mauro,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1135,Anastasiia Vasylchenkova,Switzerland,6,Opp,7.0,Pavlo Kashko,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1136,Anastasiia Vasylchenkova,Brazil,6,Mod,9.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1137,David Collomb,France,6,Rep,9.0,Mattia Mauro,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1138,David Collomb,Switzerland,6,Opp,7.0,Pavlo Kashko,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1139,David Collomb,Brazil,6,Mod,8.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1140,Federico Serrano,France,6,Rep,10.0,Mattia Mauro,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1141,Federico Serrano,Switzerland,6,Opp,10.0,Pavlo Kashko,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1142,Federico Serrano,Brazil,6,Mod,7.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1143,Frederik Durhuus,France,6,Rep,9.0,Mattia Mauro,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1144,Frederik Durhuus,Switzerland,6,Opp,8.0,Pavlo Kashko,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1145,Frederik Durhuus,Brazil,6,Mod,7.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1146,John William Sandino del Busto,France,6,Rep,8.0,Mattia Mauro,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1147,John William Sandino del Busto,Switzerland,6,Opp,8.0,Pavlo Kashko,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1148,John William Sandino del Busto,Brazil,6,Mod,7.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1149,Krzysztof Turzynski,France,6,Rep,7.0,Mattia Mauro,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1150,Krzysztof Turzynski,Switzerland,6,Opp,7.0,Pavlo Kashko,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1151,Krzysztof Turzynski,Brazil,6,Mod,8.0,Joao Pedro Carlini Minchillo,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
1152,Nikola Poljak,France,6,Rep,9.0,Mattia Mauro,10. Droplet sandy fingerprints,3,IPT2022 Final| Round 3
